231,Lillian,Fernandez,45,M
232,David,Osborne,50,F
233,Jared,Lyons,35,M
234,Lida,Brock,60,F
235,Lenora,Saunders,63,M
236,Mabelle,Walker,50,M
237,Craig,Watts,47,F
238,Micheal,Snyder,36,M
239,Jay,Harper,32,M
240,Nettie,Alexander,35,M
241,Katharine,Logan,26,F
242,Phillip,Morales,20,M
243,Winnie,Scott,30,M
244,Franklin,Watson,64,F
245,Isabella,Jackson,26,F
246,Manuel,Knight,31,F
247,Randy,Meyer,57,M
248,Rena,Castro,19,M
249,Donald,Lucas,54,F
250,Olga,Garrett,40,F
251,Nannie,Wolfe,62,F
252,Carlos,Lawson,49,M
253,Katharine,Thompson,46,F
254,Seth,Page,39,F
255,Sarah,Torres,45,F
256,Esther,Knight,60,F
257,Jared,Stevenson,55,F
258,Sallie,Marsh,64,M
259,Landon,Porter,24,M
260,Belle,Rowe,65,F
261,Johanna,King,49,F
262,Chad,Zimmerman,64,F
263,Alejandro,Guzman,64,F
264,Augusta,Obrien,31,F
265,Seth,Erickson,55,F
266,Eleanor,Hicks,26,F
267,Gordon,Gregory,47,F
268,Eugenia,Peterson,49,M
269,Leila,Delgado,44,M
270,Connor,Turner,29,F
271,Stanley,Huff,59,M
272,Isaac,Mann,33,M
273,Wayne,Cooper,41,F
274,Rosalie,Williams,57,M
275,Sam,Baker,37,M
276,Gertrude,Stewart,39,M
277,Caroline,Garrett,32,M
278,Jeff,Fields,51,F
279,Bernice,Conner,54,M
280,Vincent,Gill,39,F
281,Sallie,Parker,50,M
282,Mathilda,Green,18,F
283,Ray,Medina,33,M
284,Olivia,Torres,49,F
285,Lola,Quinn,32,F
286,Jeffery,Maxwell,51,F
287,Jeffrey,Sharp,47,M
288,Anne,Farmer,25,M
289,Tommy,Mills,48,F
290,Bernard,Wong,27,F
291,Eddie,Caldwell,28,M
292,Alan,Henderson,31,F
293,Richard,Myers,60,M
294,Augusta,Carpenter,44,M
295,Ray,Moreno,44,M
296,Alberta,Hall,44,F
297,Franklin,Phillips,35,F
298,Tillie,Wright,63,F
299,Adeline,West,22,F
300,Harriet,Burton,54,M
301,Amy,McGuire,61,M
302,Lewis,Diaz,64,F
303,Todd,Burke,29,F
304,Jay,Perkins,40,F
305,Sallie,Cortez,54,F
306,Ruby,Fox,58,M
307,Nell,Rogers,50,F
308,Lora,Morrison,38,F
309,Inez,Lawrence,36,F
310,Stephen,Todd,32,F
311,Matthew,Quinn,49,M
312,Jeanette,Sanchez,24,F
313,Sylvia,Todd,57,F
314,Gabriel,Wong,23,F
315,Agnes,Fernandez,61,F
316,Bernice,Love,51,F
317,Jean,Patrick,54,F
318,Martin,Evans,20,F
319,Miguel,Blake,48,M
320,Dora,Oliver,27,F
321,Ellen,Stewart,31,F
322,Carolyn,Walters,49,M
323,Gertrude,Hicks,29,M
324,Danny,Diaz,40,M
325,Ola,Gregory,48,M
326,Irene,Elliott,65,M
327,Duane,Wolfe,46,M
328,Lucas,Davis,29,M
329,Dora,Gilbert,57,M
330,Howard,Cannon,45,F
331,Belle,Perez,34,F
332,Mary,Hopkins,33,M
333,Elijah,Cortez,29,M
334,Nettie,Quinn,42,M
335,Edwin,Peterson,32,F
336,Rose,Keller,45,F
337,Bessie,Lamb,51,M
338,Clayton,Davis,50,M
339,Allen,Garner,40,M
340,Herman,Reyes,51,F
341,Jeremy,Ferguson,54,F
342,Dominic,Day,60,F
343,Hettie,Hill,52,F
344,Logan,Carson,62,M
345,Theresa,Herrera,31,F
346,Sally,Taylor,38,M
347,Augusta,Scott,40,F
348,Caleb,Sandoval,36,M
349,Jim,Reese,62,F
350,Tyler,Huff,37,M
351,Ophelia,Wilkerson,28,M
352,Nancy,Benson,45,M
353,Mabel,Dawson,28,M
354,Curtis,Rodgers,30,M
355,Lucile,Pope,62,M
356,Marcus,Thompson,36,M
357,Adelaide,Moreno,51,M
358,Ethan,Lane,57,M
359,William,McKenzie,44,M
360,Austin,Houston,35,F
361,Loretta,Hawkins,39,F
362,Augusta,Figueroa,37,M
363,Sean,Hodges,18,F
364,Randall,McDaniel,18,M
365,Bernard,McCarthy,57,M
366,Bertie,Simmons,26,F
367,Ronald,Colon,43,M
368,Adeline,Bryan,64,F
369,Millie,May,30,M
370,Inez,Bates,31,F
371,Cameron,Johnston,46,F
372,Caroline,Harper,43,F
373,Marie,Bennett,46,F
374,Jerome,Simmons,60,F
375,Gary,Boyd,42,M
376,Sam,Nunez,25,F
377,Ella,Wilkins,57,M
378,Ophelia,Pena,25,M
379,Rachel,Simmons,34,F
380,Harriet,Burgess,19,F
381,Janie,Clayton,43,F
382,Effie,Holloway,39,M
383,Jorge,Newman,43,F
384,Alan,Simon,56,M
385,Celia,Lane,31,F
386,Luis,Adams,24,F
387,Jayden,Ramos,31,M
388,Iva,Johnston,31,M
389,Bessie,Wilson,24,F
390,Lizzie,Willis,65,M
391,Herbert,Gray,23,F
392,Bernice,Curry,52,F
393,Nathan,Valdez,39,F
394,Nelle,Cross,37,M
395,Catherine,Crawford,49,M
396,Isabelle,Malone,51,F
397,Bryan,Gibbs,22,M
398,Betty,Stevens,47,M
399,Winifred,Vaughn,26,M
400,Lura,Moss,40,M
401,Charlie,Wilkerson,43,F
402,Erik,Berry,43,F
403,Jason,Carroll,30,F
404,Antonio,Hawkins,39,M
405,Herman,Silva,46,M
406,Allie,Stevens,61,F
407,James,Barber,51,M
408,Jesus,Powers,39,F
409,Garrett,Grant,34,F
410,Ola,Marshall,54,M
411,Evan,Diaz,43,F
412,Cecilia,Weber,39,F
413,Alberta,Wood,51,M
414,Thomas,Miller,22,M
415,Darrell,Castillo,37,M
416,Betty,Kim,40,M
417,Chad,McKinney,36,F
418,Danny,Kelley,22,F
419,Anthony,Gilbert,36,M
420,Harriett,Nelson,50,F
421,Shane,Love,42,M
422,Jay,Cross,30,M
423,Olivia,Marsh,52,M
424,Fannie,Thompson,63,F
425,Lawrence,Fletcher,62,F
426,Rosie,Salazar,36,M
427,Carrie,Delgado,40,F
428,Leon,May,29,F
429,Ricky,Sims,40,F
430,Wayne,Fowler,24,M
431,Cory,Hale,27,M
432,Johnny,Daniel,45,M
433,Mittie,Walton,30,M
434,Ryan,Wilkerson,42,M
435,Eugene,Park,49,M
436,Trevor,Gutierrez,59,M
437,Raymond,Alvarado,59,M
438,Delia,Wade,30,F
439,Olivia,Harrison,58,M
440,Raymond,Morgan,49,M
441,Manuel,Owen,32,F
442,May,Figueroa,46,F
443,Brent,Delgado,41,M
444,Marie,Roberts,51,F
445,Luis,Garner,26,F
446,Jesse,McKinney,63,F
447,Jeremiah,Valdez,58,F
448,Brett,McDonald,44,F
449,Nelle,Pratt,58,M
450,Estelle,Pearson,60,F
451,Winifred,Larson,34,F
452,Elnora,Bradley,45,M
453,Ethel,Barrett,60,F
454,Willie,Harrison,23,M
455,Virgie,Blake,53,F
456,Earl,Harmon,63,F
457,Ethel,Townsend,56,F
458,Robert,Love,51,M
459,Phoebe,Thompson,34,M
460,Amy,Mendez,39,F
461,Rachel,Watson,41,M
462,Ora,Burns,34,F
463,Marion,Pearson,39,M
464,Max,Watson,22,M
465,Amy,Garrett,62,M
466,Lilly,Watkins,53,F
467,Lewis,Bailey,46,F
468,Bryan,Pena,45,M
469,Marcus,Collins,27,F
470,Charlie,Todd,37,M
471,Juan,Tran,43,F
472,Jane,Alexander,61,M
473,Terry,Clarke,65,M
474,Derek,Griffith,22,F
475,Alma,Lynch,50,M
476,Harry,McKinney,48,F
477,Celia,Greer,29,F
478,Bill,McLaughlin,39,F
479,Ethan,Hayes,38,F
480,Jose,Mills,38,F
481,Ray,Diaz,56,M
482,Celia,Williamson,61,M
483,Miguel,Thomas,40,F
484,Loretta,Porter,45,F
485,Leah,Moran,62,F
486,George,Mann,46,M
487,Gerald,Nelson,35,M
488,Olga,Hart,38,F
489,Alfred,Rodgers,48,M
490,Gilbert,Cox,37,F
491,Georgia,Kelley,27,M
492,Clyde,Floyd,56,F
493,Ivan,Wong,29,F
494,Roy,Bush,65,F
495,Fred,Fernandez,23,F
496,Lillie,Knight,34,M
497,Tillie,Leonard,54,M
498,Bessie,Ryan,36,F
499,Christopher,Newton,45,M
500,Mason,Page,38,M
501,Gerald,Ramsey,57,F
502,Anthony,Perkins,55,M
503,Craig,Reynolds,48,M
504,Christopher,Floyd,18,F
505,Frank,Moody,50,F
506,Marcus,Neal,58,M
507,John,Grant,34,F
508,Lenora,Cole,60,M
509,Jeffery,Newman,22,F
510,Margaret,Klein,37,M
511,Rhoda,Sparks,40,F
512,Eugenia,Cooper,49,M
513,Vernon,Stanley,21,M
514,Marion,Pratt,59,M
515,Maude,Frazier,24,M
516,Hattie,Jones,42,M
517,Nora,Blake,61,F
518,Ernest,Barnett,49,M
519,Olivia,Manning,54,F
520,Harold,Schwartz,22,M
521,Jeff,Bush,54,M
522,Albert,Smith,28,F
523,Todd,Estrada,42,M
524,Ora,Summers,54,F
525,Bobby,Reeves,29,M
526,George,Stone,23,F
527,Cole,Moody,64,M
528,Clyde,Barnett,27,F
529,Frances,Mason,30,M
530,Brett,Moss,59,M
531,Nora,Manning,53,M
532,Rebecca,Osborne,31,F
533,Travis,Wilkins,63,F
534,Norman,Coleman,64,M
535,Jesse,Wolfe,58,M
536,Jack,Norris,38,M
537,Lydia,Cole,30,F
538,Isabelle,Wise,47,M
539,Harry,Lynch,47,M
540,Daisy,Wells,33,F
541,Mildred,Green,56,M
542,Lucas,Knight,27,F
543,Sally,Harper,58,M
544,Jerome,Simon,58,M
545,Eric,Goodwin,24,F
546,Amelia,Moody,63,F
547,Edward,Doyle,22,M
548,Rodney,Carpenter,30,M
549,Elizabeth,Lambert,57,F
550,Tony,Simpson,21,M
551,Katharine,Fletcher,53,M
552,Myrtie,Jones,24,F
553,William,Hunter,41,F
554,Dennis,Pearson,44,F
555,Frank,Wong,58,F
556,Jeremiah,Schwartz,59,M
557,Lula,Jackson,23,M
558,Troy,Reid,58,F
559,Isabel,Fisher,56,F
560,Teresa,Lewis,51,M
561,Jesus,Cross,22,F
562,Peter,Francis,53,M
563,Warren,Dennis,59,F
564,Augusta,Russell,48,F
565,Ethan,Evans,18,M
566,Maurice,Briggs,60,M
567,Donald,Moreno,44,M
568,Milton,Davis,34,F
569,Brett,Austin,40,F
570,Adeline,Bishop,63,M
571,Irene,Romero,43,F
572,Dylan,Edwards,55,M
573,Joshua,Love,18,M
574,Betty,Robbins,37,M
575,Hilda,Fletcher,46,F
576,Christine,Wheeler,25,M
577,Ethel,Watts,37,F
578,Peter,Singleton,22,F
579,Randy,Wilson,29,M
580,Jon,Bennett,43,M
581,Rosetta,Smith,31,F
582,Floyd,Sanders,51,M
583,Herman,Powers,40,F
584,Miguel,Stokes,33,M
585,Derrick,James,61,M
586,Nina,Owens,65,F
587,Earl,Castro,44,M
588,Violet,Baldwin,50,M
589,Claudia,Soto,60,F
590,Isabella,Robinson,40,M
591,Grace,Carpenter,33,M
592,Myrtle,Osborne,54,M
593,Mary,Stokes,48,F
594,Essie,Higgins,65,M
595,Floyd,Abbott,40,M
596,Austin,Buchanan,34,M
597,Shawn,Harrison,31,F
598,Adam,Cobb,40,M
599,Michael,Boyd,47,F
600,Rosie,Coleman,60,M
601,Lucinda,Chavez,64,M
602,Sophie,Hale,20,M
603,Randy,Walsh,54,M
604,Corey,Barber,58,M
605,Sue,Austin,63,M
606,Myrtle,Parks,62,M
607,Rosie,Huff,25,F
608,Ethan,Spencer,27,F
609,Clara,Walters,63,M
610,Brent,Huff,27,M
611,Dominic,Boyd,33,M
612,Estelle,Young,32,M
613,Julia,Soto,60,F
614,Adam,Greer,29,M
615,Oscar,French,62,F
616,Lelia,Cohen,58,F
617,Chris,Harmon,51,M
618,Rhoda,Torres,31,M
619,Rodney,Buchanan,55,F
620,Flora,Wise,54,F
621,Grace,Brewer,23,F
622,Ada,Hammond,54,F
623,Sophia,Hogan,57,M
624,Richard,Marsh,21,F
625,Hettie,Love,60,M
626,Eddie,Hudson,48,M
627,Juan,Houston,58,M
628,Caleb,Reed,35,M
629,Sallie,Harper,65,F
630,Belle,Jennings,38,F
631,Lucile,Robertson,56,F
632,Harry,Nunez,33,F
633,Alex,Cortez,26,M
634,Millie,King,43,F
635,Gordon,Rivera,25,F
636,Janie,Murray,18,F
637,Matilda,Butler,43,M
638,Louisa,McGuire,61,M
639,Ellen,Garrett,42,M
640,Lulu,Norris,59,M
641,Annie,Poole,61,F
642,Howard,Berry,28,M
643,Mollie,Lawson,28,F
644,Samuel,Reynolds,20,F
645,Connor,Cook,60,M
646,Hattie,Stevens,56,F
647,Carlos,Bailey,43,F
648,Julian,Anderson,47,M
649,Theodore,Huff,58,M
650,Estelle,Snyder,51,F
651,George,Parks,46,F
652,Leroy,Lane,29,F
653,Helen,Peterson,36,M
654,Derek,Erickson,57,M
655,Darrell,Mullins,50,F
656,Lee,Douglas,27,F
657,Rachel,Rodriguez,57,M
658,Nina,Waters,18,M
659,Fred,Lane,42,M
660,Myrtle,Greene,55,F
661,Lester,Boone,27,F
662,Isabella,Holloway,51,M
663,Leila,Wagner,48,F
664,Barbara,Chavez,34,M
665,Rosie,Walsh,25,F
666,Josephine,Jimenez,43,M
667,Raymond,Jennings,43,M
668,Kate,Oliver,59,M
669,Jacob,Hicks,44,M
670,Lettie,Wilkins,38,F
671,Earl,Hopkins,63,M
672,Sean,Sparks,40,M
673,Jane,Wong,22,F
674,Dylan,Waters,63,M
675,Charles,Graham,64,F
676,Mabel,Larson,62,M
677,Victoria,Cunningham,51,M
678,Bill,Doyle,31,F
679,Garrett,Romero,18,F
680,Marc,Hall,59,F
681,Noah,Stephens,26,F
682,Logan,Reid,35,F
683,Chase,McCoy,50,M
684,Alice,Powell,52,F
685,Todd,Perkins,45,F
686,Lydia,McDaniel,18,M
687,Helen,Gibson,24,M
688,Tom,Freeman,27,M
689,Dollie,Rice,31,M
690,Rena,Sims,42,F
691,Ada,Lewis,20,M
692,Rhoda,Ortega,19,M
693,Allen,Mason,30,F
694,Mattie,Lloyd,45,F
695,Mollie,King,47,M
696,Mabel,Lamb,42,F
697,Eugene,Mason,40,M
698,Russell,Patrick,28,F
699,Peter,Alexander,63,F
700,Frances,Saunders,24,M
701,Louis,Vargas,65,M
702,Ralph,Thornton,59,M
703,Shane,Ford,19,M
704,Dennis,Guerrero,64,M
705,Jared,Wallace,35,M
706,Eula,James,46,M
707,Phillip,Greer,22,M
708,Mittie,Marsh,32,F
709,Lena,Christensen,29,M
710,Myrtle,Townsend,38,M
711,Addie,Blair,51,F
712,Rosa,Poole,61,M
713,Isaac,Graves,19,M
714,Jorge,Joseph,52,F
715,Leila,Klein,22,M
716,Joel,Lewis,56,M
717,Martin,Flowers,64,F
718,Christine,Evans,18,M
719,Cory,Cobb,56,F
720,Lois,Nguyen,40,F
721,Alberta,Lamb,65,M
722,Harry,Harrison,52,M
723,William,Byrd,20,F
724,Leonard,Saunders,32,F
725,Isabella,Price,65,F
726,Dollie,Porter,24,F
727,Lucinda,Joseph,64,F
728,Brent,Lowe,36,F
729,Gene,Stone,29,M
730,Annie,Richardson,24,F
731,Chris,Hogan,23,M
732,Sara,Graham,56,F
733,Trevor,Hanson,50,F
734,Mathilda,Hoffman,60,M
735,Jimmy,Neal,18,M
736,Lucinda,Peterson,32,M
737,Henrietta,Chandler,35,M
738,Dustin,Pena,58,M
739,Francisco,Collins,62,F
740,Alan,Keller,23,M
741,Mittie,Cooper,26,M
742,Hunter,Parker,47,F
743,Cameron,Baker,38,M
744,Louise,Sanders,55,M
745,Harvey,Perry,25,F
746,Callie,Delgado,59,F
747,Lois,Rodgers,39,F
748,Elsie,Bryant,39,F
749,Lucile,Fox,20,M
750,Bertha,Wells,44,F
751,Mitchell,Walters,55,F
752,Gene,Riley,31,F
753,Dustin,Fitzgerald,22,F
754,Jeanette,Cain,37,M
755,Elmer,Wise,55,F
756,Mittie,Lawrence,26,M
757,Terry,Conner,36,F
758,Jared,Williamson,60,M
759,Derrick,Bowen,61,F
760,Allie,Chandler,32,F
761,Tommy,Waters,28,M
762,Winnie,Jefferson,55,F
763,Elva,Copeland,57,M
764,Lina,Harris,30,F
765,Stephen,Rodgers,56,M
766,Nelle,Chandler,54,M
767,Gerald,Clark,48,F
768,Amy,Bryan,33,M
769,Christopher,Obrien,19,F
770,Abbie,Cortez,43,M
771,Bessie,Ford,46,F
772,Samuel,Potter,38,M
773,Jimmy,Sandoval,27,F
774,Jimmy,Howard,40,M
775,Leah,Parks,41,F
776,Brandon,Kennedy,39,F
777,Beatrice,Brady,24,M
778,Mike,Cannon,34,F
779,Lucile,Arnold,18,F
780,Emilie,Young,40,F
781,Mabel,Haynes,43,F
782,Hallie,Moody,49,F
783,Lizzie,Goodman,56,M
784,Jimmy,Daniel,62,M
785,Jared,Blair,24,F
786,Zachary,Holt,22,F
787,Katie,Stevenson,23,M
788,Mae,King,59,M
789,Birdie,Higgins,33,F
790,Teresa,Willis,42,F
791,Elizabeth,Bass,62,M
792,Dean,Lyons,57,M
793,Emma,Fox,34,F
794,Evelyn,Adkins,62,M
795,Lillian,Glover,24,F
796,Carlos,Little,41,M
797,Steven,Lawson,45,F
798,Frederick,Myers,61,M
799,Myrtie,Cummings,38,M
800,Rhoda,Powell,56,F
801,Rachel,Cohen,49,F
802,Donald,Gibbs,29,F
803,Ryan,McCoy,28,F
804,Viola,Cole,45,F
805,Cameron,Garrett,52,M
806,Mathilda,Collins,19,M
807,Don,Lloyd,59,M
808,Carl,Griffith,35,F
809,Rosie,Collins,50,M
810,Terry,Stevens,52,M
811,Esther,Alvarado,52,M
812,Nelle,Rose,23,F
813,Isaiah,White,45,M
814,Elva,Woods,30,M
815,Tommy,Burke,45,M
816,Dylan,Carr,19,F
817,Samuel,Conner,21,F
818,Lulu,Hernandez,52,F
819,Sylvia,Carr,45,M
820,Nina,Watson,36,F
821,Katherine,Carlson,25,F
822,Cornelia,Alvarez,58,M
823,Hettie,Simmons,37,F
824,Aaron,McGee,43,F
825,Lawrence,Peterson,38,M
826,Nancy,Lynch,64,M
827,Warren,Carter,24,F
828,Rosetta,Lambert,52,M
829,Chase,McKinney,57,F
830,Jessie,Rowe,55,M
831,Rhoda,Terry,57,M
832,Theresa,Olson,42,M
833,Emma,Barber,55,F
834,Caroline,Underwood,54,M
835,Erik,Bush,60,M
836,Frank,George,54,F
837,Ann,Patterson,34,F
838,Ola,Collier,30,F
839,Caroline,Johnston,34,M
840,Lola,King,19,F
841,Shawn,Estrada,33,F
842,Jerome,Tate,61,F
843,Ora,Martin,31,M
844,Luella,Martin,29,M
845,Douglas,Harmon,43,F
846,Derek,Howell,48,F
847,Hilda,Thompson,23,F
848,Jeremy,McLaughlin,36,M
849,Joseph,Gordon,42,F
850,Jeanette,Hill,49,F
851,Eddie,Lopez,49,M
852,Dominic,Stone,55,M
853,Eleanor,Cole,37,F
854,Ralph,Stone,27,M
855,Katharine,Vargas,45,F
856,Margaret,Sandoval,39,F
857,Charlie,Bowen,29,M
858,Sallie,Pope,60,M
859,Helen,Lindsey,62,M
860,Ella,George,37,F
861,Lillian,Hicks,49,F
862,Francis,Malone,55,F
863,Todd,Abbott,34,F
864,Lawrence,Webb,18,F
865,Mitchell,Knight,23,M
866,Dustin,Nunez,35,F
867,Chris,Jefferson,43,M
868,Mason,Allen,36,M
869,Ricardo,Evans,61,F
870,Gene,Daniels,58,M
871,Willie,Barrett,62,F
872,Bertie,Hopkins,35,M
873,Charles,Parsons,43,M
874,Margaret,Brown,44,F
875,Hannah,Maldonado,22,F
876,Lulu,Payne,32,F
877,Edna,Shelton,30,F
878,Mabelle,Lopez,50,M
879,Olga,Love,18,F
880,Nancy,King,23,M
881,Olive,Scott,38,F
882,Carolyn,Reid,62,M
883,Elijah,Rivera,46,F
884,Ida,Peters,27,M
885,Howard,Alvarado,29,M
886,Violet,Mendez,55,F
887,Gilbert,Cox,51,M
888,Alma,Holt,46,M
889,Elizabeth,Chambers,52,M
890,Gerald,Logan,21,F
891,Lelia,Norris,54,F
892,Lettie,Brooks,49,M
893,Donald,Allison,60,M
894,Lora,Keller,62,M
895,Ophelia,Barton,18,M
896,Rachel,Mendez,49,M
897,Daisy,Peters,50,F
898,Myra,Ortiz,43,M
899,Maria,Phillips,36,F
900,Billy,Fisher,46,M
901,Inez,Boone,38,F
902,Viola,Phillips,36,F
903,Mabel,Stewart,38,F
904,Dominic,Bishop,51,M
905,Celia,Underwood,23,M
906,Lily,Reed,20,M
907,Mike,Sanchez,18,M
908,Lura,Ramsey,46,M
909,Rodney,Welch,27,M
910,Kevin,Gardner,49,M
911,Lina,Maldonado,63,F
912,Lettie,Herrera,63,M
913,Mollie,Taylor,50,F
914,Logan,Becker,60,F
915,Harry,Allen,42,M
